Topic,Count,assigned_group,best_score,confidence,Name,Representation,Representative_Docs
2221,20,2.1 Cảm quan hương vị,12.0,cao,2221_sao biết_biết vị_ra sao_sao chưa,"['sao biết', 'biết vị', 'ra sao', 'sao chưa', 'vị ra', 'thích biết', 'rõ vị', 'sao rõ', 'nhìn chung', 'bé thích']","['chưa biết vị ra sao', 'chưa biết vị ra sao', 'chưa biết vị ra sao']"
2223,20,2.1 Cảm quan hương vị,5.0,thấp,2223_táo đỏ_ăn táo_đỏ táo_thích táo,"['táo đỏ', 'ăn táo', 'đỏ táo', 'thích táo', 'ăn quả', 'quả to', 'trái tốt', 'ngon táo', 'đỏ ăn', 'đỏ ngon']","['táo đỏ ăn ngon', 'táo đỏ ăn ngon', 'táo đỏ ăn ngon']"
2232,20,2.1 Cảm quan hương vị,16.0,cao,2232_hạt ngon_ngon hạt_vọng ngon_ngon đậu,"['hạt ngon', 'ngon hạt', 'vọng ngon', 'ngon đậu', 'đều ngon', 'vọng hạt', 'ngon nui', 'ổn hạt', 'mong rằng', 'chua ổn']","['hy vọng hạt mớ ngon', 'hy vọng hạt mớ ngon', 'hy vọng hạt mớ ngon']"
2234,20,2.1 Cảm quan hương vị,18.0,cao,2234_hương_vị chất_hương_vị hàng_lượng hương_vị_thử hương_vị,"['hương_vị chất', 'hương_vị hàng', 'lượng hương_vị', 'thử hương_vị', 'hương_vị hatj', 'điểm chất', 'cao hương_vị', 'tiếp hương_vị', 'lượng thử', 'lượng cao']","['hương_vị chất lượng', 'hương_vị chất lượng', 'hương_vị chất lượng']"
2235,20,2.1 Cảm quan hương vị,18.0,cao,2235_hương_vị chưa_chưa sd_sd_,"['hương_vị chưa', 'chưa sd', 'sd', '', '', '', '', '', '', '']","['hương_vị chưa sd', 'hương_vị chưa sd', 'hương_vị chưa sd']"
2238,20,2.1 Cảm quan hương vị,12.0,cao,2238_giao chất_lượng_tốt_hộ chất_lượng_tốt_ngon chất_lượng_tốt_nhiều chất_lượng_tốt,"['giao chất_lượng_tốt', 'hộ chất_lượng_tốt', 'ngon chất_lượng_tốt', 'nhiều chất_lượng_tốt', 'chất_lượng_tốt đấy', 'nếu chất_lượng_tốt', 'nào chất_lượng_tốt', 'chất_lượng_tốt ổn', 'chất_lượng_tốt chất_lượng_tốt', 'lượng ngon']","['nếu chất_lượng_tốt ủng hộ shop', 'nếu chất_lượng_tốt ủng hộ shop', 'nhận hàng shop giao chưa thử bit chất lượng ntn ngon ủng hộ']"
2243,20,2.1 Cảm quan hương vị,6.0,trung bình,2243_ăn khó_khó ăn_ăn ăn_ăn ngán,"['ăn khó', 'khó ăn', 'ăn ăn', 'ăn ngán', 'ăn dễ', 'thử gì', 'gì khó', 'dễ khó', 'khó khó', '']","['không khó ăn', 'không khó ăn', 'không khó ăn']"
2252,20,2.1 Cảm quan hương vị,28.0,cao,2252_chưa thơm_vị thơm_dẻo thơm_nó thơm,"['chưa thơm', 'vị thơm', 'dẻo thơm', 'nó thơm', 'thơm dẻo', 'thơm thơm', 'chứ chả', 'chả', 'nhiên chưa', 'nghe mùi']","['không dẻo thơm gì huhu', 'không chua gắt thơm', 'thực chất nến chứ chả thơm đâu']"
2263,20,2.1 Cảm quan hương vị,11.0,cao,2263_giao du_quý vị_nhờ lấy_muốn đặt,"['giao du', 'quý vị', 'nhờ lấy', 'muốn đặt', 'du', 'ông', 'hộ nếu', 'nếu muốn', 'chỉ đặt', 'dành']","['đặt hộ bạn', 'nhờ bạn lấy hộ', 'nhờ bạn lấy hộ']"
2268,20,2.1 Cảm quan hương vị,34.0,cao,2268_hương_vị chất_lượng_tốt_tốt hương_vị_hương_vị chất_hương_vị thơm,"['hương_vị chất_lượng_tốt', 'tốt hương_vị', 'hương_vị chất', 'hương_vị thơm', 'hương_vị đậm', 'chất_lượng_tốt hương', 'hương_vị hàng', 'chất_lượng_tốt hương_vị', 'ngon hương_vị', 'sắc hương_vị']","['hương_vị chất lượng ngon tốt', 'hương_vị chất lượng chất_lượng_tốt', 'hương_vị chất lượng chất_lượng_tốt']"
2269,20,2.1 Cảm quan hương vị,41.0,cao,2269_hương_vị ngọt_ngọt hương_vị_hương_vị ngon_hương_vị chưa,"['hương_vị ngọt', 'ngọt hương_vị', 'hương_vị ngon', 'hương_vị chưa', 'gắt hương_vị', 'ngọt gắt', 'ngon ngọt', 'gắt', '', '']","['hương_vị không ngọt', 'hương_vị không ngọt', 'hương_vị không ngọt']"
2271,20,2.1 Cảm quan hương vị,12.0,cao,2271_gạo đẹp_ngon gạo_gạo ngon_gạo nhìn,"['gạo đẹp', 'ngon gạo', 'gạo ngon', 'gạo nhìn', 'gạo vẻ', 'gạo màu', 'hạt gạo', 'gạo ổn', 'ăn gạo', 'gạo đều']","['gạo nhìn ngon', 'nhìn hạt gạo vẻ ngon', 'hạt gạo nhìn ngon']"
2272,20,2.1 Cảm quan hương vị,16.0,cao,2272_thích matcha_matcha nhất_vị matcha_matcha đậm,"['thích matcha', 'matcha nhất', 'vị matcha', 'matcha đậm', 'thích nhất', 'ngon nhất', 'matcha', 'nhất vị', 'thích vị', 'ngon thích']","['thích nhất vị matcha', 'thích nhất vị matcha', 'thích nhất vị matcha']"
2273,20,2.1 Cảm quan hương vị,28.0,cao,2273_ngon ăn_ngọt ăn_giòn ngọt_thanh ăn,"['ngon ăn', 'ngọt ăn', 'giòn ngọt', 'thanh ăn', 'ngon vị', 'ngọt ngon', 'ngon ngọt', 'ăn ăn', 'ngọt thanh', 'khen ăn']","['ăn ngon ngọt', 'ngon ngọt ăn', 'ngọt ăn ngon']"
2274,20,2.1 Cảm quan hương vị,12.0,cao,2274_nhìn xinh_nhìn ngon_nhìn đẹp_nui đẹp,"['nhìn xinh', 'nhìn ngon', 'nhìn đẹp', 'nui đẹp', 'ngon nhìn', 'hình ngon', 'dáng xinh', 'đẹp ngon', 'xinh', 'đẹp ưng']","['nui nhìn ngon', 'nui nhìn ngon', 'cọng nui đẹp nhìn ngon']"
2302,19,2.1 Cảm quan hương vị,28.0,cao,2302_biển ngon_ngon mua_sấy ngon_ngon vị,"['biển ngon', 'ngon mua', 'sấy ngon', 'ngon vị', 'giòn ngon', 'ngon thơm_ngon', 'ngon rong', 'ngon xĩu', 'vị bánh', 'ngon để']","['bánh rong biển ngon', 'vị bánh rong biển ngon sau thử mha', 'mua 1 lần vị rong biển ngon xĩu']"
2304,19,2.1 Cảm quan hương vị,12.0,cao,2304_hạt đẹp_ngon màu_to đẹp_đẹp sạch_sẽ,"['hạt đẹp', 'ngon màu', 'to đẹp', 'đẹp sạch_sẽ', 'đẹp hạt', 'tươi', 'hạt to', 'hạt điều', 'đẹp đều', 'đẹp chất']","['hạt đẹp sạch_sẽ', 'hạt đẹp sạch_sẽ', 'hạt đẹp sạch_sẽ']"
2307,19,2.1 Cảm quan hương vị,46.0,cao,2307_hương_vị thơm_ngon hương_vị_thơm hương_vị_ăn hương_vị,"['hương_vị thơm', 'ngon hương_vị', 'thơm hương_vị', 'ăn hương_vị', 'dễ_uống hương', 'dễ_uống thơm', 'vị thơm', 'dễ_uống hương_vị', 'hương_vị mùi', 'ăn hương']","['hương_vị thơm dễ ăn', 'hương_vị thơm dễ ăn', 'hương_vị thơm dễ ăn']"
2308,19,2.1 Cảm quan hương vị,35.0,cao,2308_hơn hương_vị_hương_vị ngon_hương_vị giống_than hương_vị,"['hơn hương_vị', 'hương_vị ngon', 'hương_vị giống', 'than hương_vị', 'hương_vị đậm', 'hương_vị ăn', 'tốt hương_vị', 'hương_vị mát', 'thơm hơn', 'tưởng hương_vị']","['dai giòn ngon hơn phở nưa nghe mùi thúi tr oi', 'hương_vị ngon hơn tưởng tượng nhiều', 'hương_vị mát lành thanh hơn vị lá vối']"
2310,19,2.1 Cảm quan hương vị,16.0,cao,2310_ngọt phải_to ngọt_độ ngọt_ngọt độ,"['ngọt phải', 'to ngọt', 'độ ngọt', 'ngọt độ', 'ngọt nhiều', 'ngọt dễ', 'hậu ngọt', 'dễ chịu', 'các vị', 'trai to']","['độ ngọt phải', 'độ ngọt phải', 'độ ngọt phải']"
2319,19,2.1 Cảm quan hương vị,28.0,cao,2319_mềm tươi_hạt đẹp_hạt tươi_hạt thơm_ngon,"['mềm tươi', 'hạt đẹp', 'hạt tươi', 'hạt thơm_ngon', 'sạch_sẽ hạt', 'dai ngon', 'nát hạt', 'sợi miến', 'dai ăn', 'đẹp sạch_sẽ']","['hạt đẹp không vụn nát', 'hạt đẹp không vụn nát', 'hạt đẹp không vụn nát']"
2339,19,2.1 Cảm quan hương vị,16.0,cao,2339_gạo nấu_nấu gạo_gạo thơm_thơm gạo,"['gạo nấu', 'nấu gạo', 'gạo thơm', 'thơm gạo', 'thử gạo', 'nhạt gạo', 'lâu gạo', 'chín gạo', 'nấu hạt', 'nấu nở']","['gạo nấu thơm', 'gạo nấu thơm', 'gạo nấu thơm']"
2343,19,2.1 Cảm quan hương vị,12.0,cao,2343_đầu ăn_ăn hạt_ăn bún_ăn lần,"['đầu ăn', 'ăn hạt', 'ăn bún', 'ăn lần', 'ăn vị', 'ăn nó', 'ăn yến', 'đầu lần', 'chứ ăn', 'đầu tiên']","['lần đầu ăn hạt trắng', 'mơis ăn lần đầu', 'lần đầu ăn hay']"
2346,19,2.1 Cảm quan hương vị,24.0,cao,2346_đậu nấu_đậu ngon_hạt nấu_đậu ăn,"['đậu nấu', 'đậu ngon', 'hạt nấu', 'đậu ăn', 'dùng đậu', 'hạt đậu', 'ăn đậu', 'ngon nấu', 'rùi nấu', 'cháo đậu']","['trộn thêm các loại đậu ăn bùi dẻo', 'trộn thêm các loại đậu ăn bùi dẻo', 'thể nấu cùng các loại đậu ăn củng ngon']"
2348,19,2.1 Cảm quan hương vị,23.0,cao,2348_nấu cháo_cháo nấu_ngon nấu_thơm_ngon nấu,"['nấu cháo', 'cháo nấu', 'ngon nấu', 'thơm_ngon nấu', 'cháo ngon', 'dùng nấu', 'thường nấu', 'cháo ăn', 'cháo yến', 'cháo thơm']","['nấu cháo ngon', 'nấu cháo ngon', 'nấu cháo ngon']"
2360,19,2.1 Cảm quan hương vị,45.0,cao,2360_hương_vị gạo_thơm gạo_gạo thơm_ngon_gạo thơm,"['hương_vị gạo', 'thơm gạo', 'gạo thơm_ngon', 'gạo thơm', 'mùi gạo', 'gạo tím', 'thơm hương_vị', 'nở hương_vị', 'dẻo hương_vị', 'lứt thơm']","['hương_vị gạo thơm dẻo', 'hương_vị gạo thơm dẻo', 'hương_vị gạo thơm dẻo']"
2370,19,2.1 Cảm quan hương vị,37.0,cao,2370_vui ăn_hàng ngon_vị ngon_mùi vị,"['vui ăn', 'hàng ngon', 'vị ngon', 'mùi vị', 'ngon mùi', 'ăn biết', 'hương_vị ăn', 'ăn độ', 'vị vui', 'ổn ăn']","['hương vị vui ăn', 'hương vị vui ăn', 'hương vị vui ăn']"
2380,19,2.1 Cảm quan hương vị,30.0,cao,2380_hương_vị hương_hương_vị chua_an hương_vị_lè hương_vị,"['hương_vị hương', 'hương_vị chua', 'an hương_vị', 'lè hương_vị', 'chua lè', 'chua an', 'vị chua', 'lè', '', '']","['hương_vị chua an', 'hương_vị chua an', 'hương_vị chua an']"
2381,19,2.1 Cảm quan hương vị,24.0,cao,2381_thích nhất_ngon nhất_vị nhất_vị thích,"['thích nhất', 'ngon nhất', 'vị nhất', 'vị thích', 'nhất vị', 'nhất thích', 'thích vị', 'món thích', 'hãng ngon', 'nhất hàng']","['thích nhất vị', 'phở ngon nhất trong các vị nưa', 'thích nhất vị vani không huế nói chung nhận hàng chi ứng']"
2382,19,2.1 Cảm quan hương vị,12.0,cao,2382_bữa ăn_nui ăn_ngon okok_bữa,"['bữa ăn', 'nui ăn', 'ngon okok', 'bữa', 'lần ăn', 'ngon nui', 'ngon chỉ', 'ngon ổn', 'thử ngon', 'dai ăn']","['nui ăn ngon', 'nui ăn ngon', 'nui ăn ngon']"
2383,19,2.1 Cảm quan hương vị,23.0,cao,2383_lượng ngon_thơm chất_ngon chất_ngon hàng,"['lượng ngon', 'thơm chất', 'ngon chất', 'ngon hàng', 'chắc ngon', 'thơm_ngon chất', 'hàng thơm', 'lượng thơm_ngon', 'lượng chắc', '']","['chất lượng ngon', 'chất lượng ngon', 'chất lượng ngon']"
2387,18,2.1 Cảm quan hương vị,28.0,cao,2387_trà ngon_trà thơm_ngon trà_thơm trà,"['trà ngon', 'trà thơm', 'ngon trà', 'thơm trà', 'vị trà', 'thơm_ngon trà', 'tốt trà', 'mát trà', 'trà thơm_ngon', 'trà hương']","['trà ngon thơm', 'trà ngon thơm', 'trà ngon thơm']"
2392,18,2.1 Cảm quan hương vị,34.0,cao,2392_hương_vị ngon_dễ_uống hương_vị_dễ_uống hương_tốt hương_vị,"['hương_vị ngon', 'dễ_uống hương_vị', 'dễ_uống hương', 'tốt hương_vị', 'hương_vị thơm_ngon', 'thơm_ngon hương', 'ngon dễ_uống', 'vị dễ_uống', 'vị ngon', 'ngon bổ']","['hương_vị ngon dễ_uống', 'hương_vị ngon dễ_uống', 'hương_vị ngon dễ_uống']"
2394,18,2.1 Cảm quan hương vị,5.0,thấp,2394_độ tuổi_lứa tuổi_lớn tuổi_dụng lứa,"['độ tuổi', 'lứa tuổi', 'lớn tuổi', 'dụng lứa', 'dụng vui', 'dụng ngon', 'dụng tốt', 'thể sử', 'hợp các', 'ngon độ']","['ngon độ tuổi sử dụng', 'ngon độ tuổi sử dụng', 'ngon độ tuổi sử dụng']"
2404,18,2.1 Cảm quan hương vị,5.0,thấp,2404_hộ nếu_thích tiếp_đảm bảo_tiep tục,"['hộ nếu', 'thích tiếp', 'đảm bảo', 'tiep tục', 'nếu ngon', 'ngon tiếp', 'ngon lần', 'ổn tiếp', 'tiếp nếu', 'nếu ổn']","['nếu ngon tiếp tục ủng hộ', 'nếu ngon tiếp tục ủng hộ', 'nếu ngon tiếp tục ủng hộ']"
2407,18,2.1 Cảm quan hương vị,25.0,cao,2407_hương_vị mỗi_hương_vị tùy_các hương_vị_khác hương_vị,"['hương_vị mỗi', 'hương_vị tùy', 'các hương_vị', 'khác hương_vị', 'hương_vị nhiều', 'hương_vị hương', 'nhau hương_vị', 'hạt hương_vị', 'hương_vị nhieu', 'mùi hạt']","['hương_vị mỗi loại hương vị khác nhau chung quy thơm đặc trưng mùi hạt', 'hương_vị tùy khẩu vị mỗi', 'hương_vị tùy khẩu vị mỗi']"
2408,18,2.1 Cảm quan hương vị,29.0,cao,2408_vị ăn_ăn ngọt_ngọt ăn_hợp ăn,"['vị ăn', 'ăn ngọt', 'ngọt ăn', 'hợp ăn', 'ngon ăn', 'ăn quá_ngọt', 'nho ăn', 'mê ăn', 'ăn bình', 'giòn ăn']","['ăn ngon không ngọt thử', 'ăn ngon không ngọt', 'không ngọt nhiều vị ăn ngon']"
2409,18,2.1 Cảm quan hương vị,42.0,cao,2409_hương_vị thơm_nhẹ hương_vị_lại thơm_ngọt nhẹ,"['hương_vị thơm', 'nhẹ hương_vị', 'lại thơm', 'ngọt nhẹ', 'thơm ngọt', 'nhạt', '', '', '', '']","['hương_vị thơm ngọt nhẹ', 'hương_vị thơm ngọt nhẹ', 'hương_vị thơm ngọt nhẹ']"
2412,18,2.1 Cảm quan hương vị,16.0,cao,2412_hạt ngon_hạt đẹp_ngon hạt_tươi ngon,"['hạt ngon', 'hạt đẹp', 'ngon hạt', 'tươi ngon', 'tươi thơm_ngon', 'ngon ngon', 'ngon bún', 'ngon bổ', 'bổ dưỡng', 'vẻ ngon']","['nhìn hạt ngon đều', 'hạt ngon đều đẹp', 'hạt ngon đều đẹp']"
2433,18,2.1 Cảm quan hương vị,5.0,thấp,2433_mấy khác_đa dạng_khác đặt_riêng biệt,"['mấy khác', 'đa dạng', 'khác đặt', 'riêng biệt', 'khác nhau', 'các khác', 'khác so', 'nhiều đặt', 'nhiều vị', 'khác đóng']","['thử nhiều vị khác nhau xem sao', 'đóng từng loại riêng biệt', 'đóng từng loại riêng biệt']"
2439,18,2.1 Cảm quan hương vị,47.0,cao,2439_béo hương_vị_hương_vị thơm_hương_vị ngon_vị thơm,"['béo hương_vị', 'hương_vị thơm', 'hương_vị ngon', 'vị thơm', 'hương_vị hương', 'thơm béo', 'ngon thơm', 'béo', '', '']","['hương_vị thơm béo', 'hương_vị thơm béo', 'hương_vị thơm béo']"
2440,18,2.1 Cảm quan hương vị,9.0,trung bình,2440_rõ chán_chán_hủ tíu_hàng chán,"['rõ chán', 'chán', 'hủ tíu', 'hàng chán', 'hủ', 'ngon hủ', 'không_ngon dè', 'giòn nói', 'dè ngon', 'tưởng không_ngon']","['tưởng không_ngon dè ngon không', 'hàng không tem nhãn mác đâu nguời', 'hàng không tem nhãn mác đâu nguời']"
2444,18,2.1 Cảm quan hương vị,35.0,cao,2444_mùi vị_biết mùi_rõ mùi_vị ngon,"['mùi vị', 'biết mùi', 'rõ mùi', 'vị ngon', 'vị chưa', 'vị biết', 'vị rõ', 'ntn chưa', '', '']","['chưa biết mùi vị', 'chưa biết mùi vị', 'chưa biết mùi vị']"
2446,18,2.1 Cảm quan hương vị,41.0,cao,2446_hương_vị chuwa_dung hương_vị_hương_vị chua_mùi_vị,"['hương_vị chuwa', 'dung hương_vị', 'hương_vị chua', 'mùi_vị', 'chua su', 'su dung', 'su', 'chuwa', '', '']","['hương_vị chua su dung', 'hương_vị chua su dung', 'hương_vị chua su dung']"
2451,18,2.1 Cảm quan hương vị,12.0,cao,2451_mua ngon_ngon mua_mua tốt_lại ngon,"['mua ngon', 'ngon mua', 'mua tốt', 'lại ngon', 'bún ngon', 'ngon để', 'ổn mua', 'ngon hợp', 'ngon ngon', 'ngon chắc']","['ngon mua lại', 'ngon mua lại', 'mua lại ngon']"
2454,18,2.1 Cảm quan hương vị,18.0,cao,2454_hương_vị rau_hương_vị ngotj_hương_vị thanh_hương_vị huong,"['hương_vị rau', 'hương_vị ngotj', 'hương_vị thanh', 'hương_vị huong', 'hương_vị nho', 'hương_vị mát', 'gan hương_vị', 'hương_vị sản', 'uc hương_vị', 'mát gan']","['hương_vị rau cu', 'hương_vị rau cu', 'hương_vị rau cu']"
2472,18,2.1 Cảm quan hương vị,12.0,cao,2472_bánh gì_bánh mì_bánh giòn_mua bánh,"['bánh gì', 'bánh mì', 'bánh giòn', 'mua bánh', 'gì bánh', 'bánh ngon', 'giòn bánh', 'ngon bánh', 'bánh đường', 'gì đâu']","['bánh không đường', 'bánh không đường', 'bánh không đường']"
2473,18,2.1 Cảm quan hương vị,18.0,cao,2473_hương_vị ngot_thanh hương_vị_thanh hương_miệng hương_vị,"['hương_vị ngot', 'thanh hương_vị', 'thanh hương', 'miệng hương_vị', 'uc hương_vị', 'mẻ', 'chia uc', 'ngot', 'vị mẻ', 'miệng']","['hương_vị ngot thanh', 'hương_vị ngot thanh', 'hương_vị ngot thanh']"
2481,17,2.1 Cảm quan hương vị,20.0,cao,2481_ăn hạt_hạt đậu_ít ăn_đậu lăng,"['ăn hạt', 'hạt đậu', 'ít ăn', 'đậu lăng', 'hạt chưa', 'hạt kê', 'ăn đậu', 'đậu nành', 'ăn không_ngon', 'chưa nấu']","['hạt chưa ăn', 'hạt chưa ăn', 'hạt chưa ăn']"
2486,17,2.1 Cảm quan hương vị,12.0,cao,2486_mấy bà_các cô_đồ bé_ngon mấy,"['mấy bà', 'các cô', 'đồ bé', 'ngon mấy', 'ngonn', 'đẹp ngon', 'bà', 'tốt phụ', 'bà vui', 'nữ']","['ngon mấy bà', 'ngon mấy bà', 'ngon mấy bà']"
2493,17,2.1 Cảm quan hương vị,23.0,cao,2493_dai ngon_ngon dai_dai thơm_ngon bún,"['dai ngon', 'ngon dai', 'dai thơm', 'ngon bún', 'bún ngon', 'bún dai', 'dai bún', 'dai thơm_ngon', 'ngon dẻo', 'thơm bún']","['bún dai ngon', 'bún dai ngon', 'bún dai ngon']"
2496,17,2.1 Cảm quan hương vị,29.0,cao,2496_hương_vị hoa_hương hoa_hương_vị thơm_hương_vị thom,"['hương_vị hoa', 'hương hoa', 'hương_vị thơm', 'hương_vị thom', 'hương_vị mui', 'hương_vị huong', 'qua hương_vị', 'hương thơm', 'tieu hoa', 'hoa cúc']","['hương_vị hoa cuc', 'hương_vị hoa cuc', 'hương_vị hoa cuc']"
2497,17,2.1 Cảm quan hương vị,35.0,cao,2497_hương_vị chưa_thường hương_vị_khác hương_vị_quả hương_vị,"['hương_vị chưa', 'thường hương_vị', 'khác hương_vị', 'quả hương_vị', 'hương_vị ngon', 'ngọt hương_vị', 'hương_vị ngọt', 'vị chua', 'mùi vị', 'vị dễ_uống']","['hương_vị không quá_ngọt', 'hương_vị không quá_ngọt', 'hương_vị không quá_ngọt']"
2498,17,2.1 Cảm quan hương vị,37.0,cao,2498_mùi rau_từ rau_thơm mùi_mùi thơm,"['mùi rau', 'từ rau', 'thơm mùi', 'mùi thơm', 'ngon mùi', 'mùi hương', 'hương mùi', 'ăn mùi', 'bột rau', 'hương_vị mùi']","['thơm mùi rau củ', 'hương_vị hương vị thơm mùi rau củ', 'hương_vị thơm mùi rau củ']"
2503,17,2.1 Cảm quan hương vị,34.0,cao,2503_hương_vị ngon_hương_vị ổn_tốt hương_vị_ổn hương_vị,"['hương_vị ngon', 'hương_vị ổn', 'tốt hương_vị', 'ổn hương_vị', 'ổn hương', 'ngon hương_vị', 'thơm_ngon ổn', 'hợp hương_vị', 'hương_vị nói', 'vị ngon']","['hương_vị ổn ngon', 'hương_vị ổn ngon', 'hương_vị ổn ngon được']"
